division,date,GB,L,RA,RS,Tm,W,W-L%,pythW-L%
NL West,2015-04-22 00:00:00,0.0,6,61,84,SDP,10,.625,.642
NL West,2015-04-22 00:00:00,1.5,7,61,69,ARI,8,.533,.556
NL West,2015-04-22 00:00:00,1.5,7,70,65,COL,8,.533,.466
NL West,2015-04-22 00:00:00,4.0,10,66,46,SFG,6,.375,.341
AL East,2015-04-23 00:00:00,0.0,7,65,85,NYY,9,.563,.620
AL East,2015-04-23 00:00:00,0.0,7,74,77,BOS,9,.563,.518
AL East,2015-04-23 00:00:00,0.0,7,75,94,TOR,9,.563,.602
AL East,2015-04-23 00:00:00,1.0,8,70,60,TBR,8,.500,.430
AL East,2015-04-23 00:00:00,2.0,9,84,76,BAL,7,.438,.454
AL Central,2015-04-23 00:00:00,0.0,4,51,84,KCR,12,.750,.714
AL Central,2015-04-23 00:00:00,1.0,5,56,77,DET,11,.688,.642
AL Central,2015-04-23 00:00:00,5.5,9,72,48,MIN,6,.400,.323
AL Central,2015-04-23 00:00:00,5.5,9,64,52,CHW,6,.400,.406
AL Central,2015-04-23 00:00:00,6.0,9,58,44,CLE,5,.357,.376
AL West,2015-04-23 00:00:00,0.0,7,51,49,HOU,8,.533,.482
AL West,2015-04-23 00:00:00,1.0,9,64,83,OAK,8,.471,.617
AL West,2015-04-23 00:00:00,1.5,9,66,64,LAA,7,.438,.486
AL West,2015-04-23 00:00:00,2.0,9,77,58,SEA,6,.400,.373
AL West,2015-04-23 00:00:00,2.0,9,75,63,TEX,6,.400,.421
NL East,2015-04-23 00:00:00,0.0,3,47,73,NYM,13,.813,.691
NL East,2015-04-23 00:00:00,4.5,7,60,60,ATL,8,.533,.500
NL East,2015-04-23 00:00:00,6.0,9,64,61,WSN,7,.438,.478
NL East,2015-04-23 00:00:00,8.0,11,74,41,PHI,5,.313,.253
NL East,2015-04-23 00:00:00,8.0,11,74,68,MIA,5,.313,.461
NL Central,2015-04-23 00:00:00,0.0,4,32,55,STL,10,.714,.729
NL Central,2015-04-23 00:00:00,2.5,7,62,66,CHC,8,.533,.529
NL Central,2015-04-23 00:00:00,3.0,8,66,63,CIN,8,.500,.479
NL Central,2015-04-23 00:00:00,3.0,8,58,65,PIT,8,.500,.552
NL Central,2015-04-23 00:00:00,8.0,13,91,46,MIL,3,.188,.223
NL West,2015-04-23 00:00:00,0.0,6,58,69,LAD,9,.600,.579
NL West,2015-04-23 00:00:00,0.0,7,63,85,SDP,10,.588,.634
NL West,2015-04-23 00:00:00,0.5,7,71,67,COL,9,.563,.473
NL West,2015-04-23 00:00:00,1.0,7,61,69,ARI,8,.533,.556
NL West,2015-04-23 00:00:00,3.0,10,68,49,SFG,7,.412,.354
AL East,2015-04-24 00:00:00,0.0,7,66,91,NYY,10,.588,.643
AL East,2015-04-24 00:00:00,0.0,7,79,84,BOS,10,.588,.528
AL East,2015-04-24 00:00:00,1.0,8,73,72,TBR,9,.529,.494
AL East,2015-04-24 00:00:00,1.0,8,87,97,TOR,9,.529,.550
AL East,2015-04-24 00:00:00,3.0,10,91,81,BAL,7,.412,.447
AL Central,2015-04-24 00:00:00,0.0,5,54,86,KCR,12,.706,.701
AL Central,2015-04-24 00:00:00,1.0,6,69,78,DET,11,.647,.556
AL Central,2015-04-24 00:00:00,4.5,9,66,55,CHW,7,.438,.417
AL Central,2015-04-24 00:00:00,5.0,9,59,57,CLE,6,.400,.484
AL Central,2015-04-24 00:00:00,5.5,10,74,48,MIN,6,.375,.312
AL West,2015-04-24 00:00:00,0.0,7,55,54,HOU,9,.563,.492
AL West,2015-04-24 00:00:00,1.5,9,68,67,LAA,8,.471,.493
AL West,2015-04-24 00:00:00,2.0,9,77,60,SEA,7,.438,.388
AL West,2015-04-24 00:00:00,2.0,10,69,87,OAK,8,.444,.604
AL West,2015-04-24 00:00:00,3.0,10,78,65,TEX,6,.375,.417
NL East,2015-04-24 00:00:00,0.0,4,53,74,NYM,13,.765,.648
NL East,2015-04-24 00:00:00,4.5,8,61,60,ATL,8,.500,.492
NL East,2015-04-24 00:00:00,6.0,10,67,63,WSN,7,.412,.472
NL East,2015-04-24 00:00:00,7.0,11,74,42,PHI,6,.353,.262
NL East,2015-04-24 00:00:00,7.0,11,76,71,MIA,6,.353,.469
NL Central,2015-04-24 00:00:00,0.0,4,32,58,STL,11,.733,.748
NL Central,2015-04-24 00:00:00,2.5,7,65,73,CHC,9,.563,.553
NL Central,2015-04-24 00:00:00,3.0,8,59,69,PIT,9,.529,.571
NL Central,2015-04-24 00:00:00,4.0,9,73,66,CIN,8,.471,.454
NL Central,2015-04-24 00:00:00,9.0,14,94,46,MIL,3,.176,.213
NL West,2015-04-24 00:00:00,0.0,6,58,72,LAD,10,.625,.598
NL West,2015-04-24 00:00:00,0.5,7,75,73,COL,10,.588,.488
NL West,2015-04-24 00:00:00,1.0,8,66,85,SDP,10,.556,.614
NL West,2015-04-24 00:00:00,2.0,8,65,70,ARI,8,.500,.534
NL West,2015-04-24 00:00:00,4.0,11,74,53,SFG,7,.389,.352
AL East,2015-04-25 00:00:00,0.0,8,74,93,NYY,10,.556,.603
AL East,2015-04-25 00:00:00,0.0,8,75,76,TBR,10,.556,.506
AL East,2015-04-25 00:00:00,0.0,8,84,88,BOS,10,.556,.521
AL East,2015-04-25 00:00:00,1.0,9,91,99,TOR,9,.500,.538
AL East,2015-04-25 00:00:00,2.0,10,95,86,BAL,8,.444,.455
AL Central,2015-04-25 00:00:00,0.0,5,54,86,KCR,12,.706,.701
AL Central,2015-04-25 00:00:00,0.5,6,70,82,DET,12,.667,.572
AL Central,2015-04-25 00:00:00,4.5,9,66,55,CHW,7,.438,.417
AL Central,2015-04-25 00:00:00,5.0,10,79,56,MIN,7,.412,.348
AL Central,2015-04-25 00:00:00,5.5,10,63,58,CLE,6,.375,.462
AL West,2015-04-25 00:00:00,0.0,7,58,63,HOU,10,.588,.538
AL West,2015-04-25 00:00:00,1.5,9,69,71,LAA,9,.500,.513
AL West,2015-04-25 00:00:00,3.0,10,85,65,SEA,7,.412,.380
AL West,2015-04-25 00:00:00,3.0,11,78,90,OAK,8,.421,.565
AL West,2015-04-25 00:00:00,4.0,11,82,66,TEX,6,.353,.402
NL East,2015-04-25 00:00:00,0.0,4,55,82,NYM,14,.778,.675
NL East,2015-04-25 00:00:00,4.5,8,63,65,ATL,9,.529,.514
NL East,2015-04-25 00:00:00,7.0,11,75,63,WSN,7,.389,.421
NL East,2015-04-25 00:00:00,7.0,11,76,79,MIA,7,.389,.518
NL East,2015-04-25 00:00:00,8.0,12,79,44,PHI,6,.333,.255
NL Central,2015-04-25 00:00:00,0.0,4,35,63,STL,12,.750,.746
NL Central,2015-04-25 00:00:00,3.0,7,65,73,CHC,9,.563,.553
NL Central,2015-04-25 00:00:00,3.0,8,60,71,PIT,10,.556,.576
NL Central,2015-04-25 00:00:00,4.5,9,73,66,CIN,8,.471,.454
NL Central,2015-04-25 00:00:00,10.0,15,99,49,MIL,3,.167,.216
NL West,2015-04-25 00:00:00,0.0,6,66,83,LAD,11,.647,.603
NL West,2015-04-25 00:00:00,1.5,8,80,77,COL,10,.556,.483
NL West,2015-04-25 00:00:00,2.0,9,77,93,SDP,10,.526,.586
NL West,2015-04-25 00:00:00,3.0,9,67,71,ARI,8,.471,.527
NL West,2015-04-25 00:00:00,4.0,11,78,58,SFG,8,.421,.368
AL East,2015-04-26 00:00:00,0.0,8,78,99,NYY,11,.579,.607
AL East,2015-04-26 00:00:00,0.0,8,76,81,TBR,11,.579,.529
AL East,2015-04-26 00:00:00,1.0,9,102,95,BOS,10,.526,.468
AL East,2015-04-26 00:00:00,2.0,10,102,104,BAL,9,.474,.509
AL East,2015-04-26 00:00:00,2.0,10,96,100,TOR,9,.474,.519
AL Central,2015-04-26 00:00:00,0.0,6,76,90,DET,13,.684,.577
AL Central,2015-04-26 00:00:00,0.5,6,59,89,KCR,12,.667,.680
AL Central,2015-04-26 00:00:00,4.0,9,69,60,CHW,8,.471,.436
AL Central,2015-04-26 00:00:00,4.5,10,81,60,MIN,8,.444,.366
AL Central,2015-04-26 00:00:00,6.0,11,71,64,CLE,6,.353,.453
AL West,2015-04-26 00:00:00,0.0,7,64,70,HOU,11,.611,.541
AL West,2015-04-26 00:00:00,2.5,10,74,75,LAA,9,.474,.506
AL West,2015-04-26 00:00:00,4.0,12,85,96,OAK,8,.400,.555
AL West,2015-04-26 00:00:00,4.0,11,89,67,SEA,7,.389,.373
AL West,2015-04-26 00:00:00,4.0,11,86,71,TEX,7,.389,.413
NL East,2015-04-26 00:00:00,0.0,5,61,86,NYM,14,.737,.652
NL East,2015-04-26 00:00:00,4.5,9,68,69,ATL,9,.500,.507
NL East,2015-04-26 00:00:00,6.0,11,78,85,MIA,8,.421,.539
NL East,2015-04-26 00:00:00,7.0,12,83,49,PHI,7,.368,.276
NL East,2015-04-26 00:00:00,7.0,12,81,65,WSN,7,.368,.401
NL Central,2015-04-26 00:00:00,0.0,5,41,66,STL,12,.706,.705
NL Central,2015-04-26 00:00:00,2.0,7,67,78,CHC,10,.588,.569
NL Central,2015-04-26 00:00:00,2.0,8,60,79,PIT,11,.579,.623
NL Central,2015-04-26 00:00:00,4.5,10,78,68,CIN,8,.444,.438
NL Central,2015-04-26 00:00:00,9.0,15,102,55,MIL,4,.211,.244
NL West,2015-04-26 00:00:00,0.0,7,69,84,LAD,11,.611,.589
NL West,2015-04-26 00:00:00,1.0,9,78,96,SDP,11,.550,.594
NL West,2015-04-26 00:00:00,1.0,8,80,77,COL,10,.556,.483
NL West,2015-04-26 00:00:00,3.0,10,75,71,ARI,8,.444,.475
NL West,2015-04-26 00:00:00,3.5,11,78,58,SFG,8,.421,.368
AL East,2015-04-27 00:00:00,0.0,8,79,103,NYY,12,.600,.619
AL East,2015-04-27 00:00:00,1.0,9,80,82,TBR,11,.550,.511
AL East,2015-04-27 00:00:00,1.0,9,107,101,BOS,11,.550,.474
AL East,2015-04-27 00:00:00,2.5,10,102,104,BAL,9,.474,.509
AL East,2015-04-27 00:00:00,3.0,11,102,105,TOR,9,.450,.513
AL Central,2015-04-27 00:00:00,0.0,6,80,95,DET,14,.700,.578
AL Central,2015-04-27 00:00:00,0.5,6,61,95,KCR,13,.684,.692
AL Central,2015-04-27 00:00:00,4.5,9,69,60,CHW,8,.471,.436
AL Central,2015-04-27 00:00:00,5.5,11,86,64,MIN,8,.421,.368
AL Central,2015-04-27 00:00:00,7.0,12,77,66,CLE,6,.333,.430
AL West,2015-04-27 00:00:00,0.0,7,68,79,HOU,12,.632,.568
AL West,2015-04-27 00:00:00,3.0,10,74,75,LAA,9,.474,.506
AL West,2015-04-27 00:00:00,4.0,11,90,70,SEA,8,.421,.387
AL West,2015-04-27 00:00:00,4.5,12,85,96,OAK,8,.400,.555
AL West,2015-04-27 00:00:00,5.0,12,89,72,TEX,7,.368,.404
NL East,2015-04-27 00:00:00,0.0,5,62,89,NYM,15,.750,.660
NL East,2015-04-27 00:00:00,4.5,9,72,77,ATL,10,.526,.531
NL East,2015-04-27 00:00:00,7.0,12,84,53,PHI,8,.400,.301
NL East,2015-04-27 00:00:00,7.0,12,81,86,MIA,8,.400,.527
NL East,2015-04-27 00:00:00,8.0,13,89,69,WSN,7,.350,.386
NL Central,2015-04-27 00:00:00,0.0,6,45,67,STL,12,.667,.674
NL Central,2015-04-27 00:00:00,1.0,7,67,82,CHC,11,.611,.591
NL Central,2015-04-27 00:00:00,2.0,9,64,79,PIT,11,.550,.595
NL Central,2015-04-27 00:00:00,3.5,10,84,77,CIN,9,.474,.460
NL Central,2015-04-27 00:00:00,9.0,16,111,61,MIL,4,.200,.251
NL West,2015-04-27 00:00:00,0.0,7,72,92,LAD,12,.632,.610
NL West,2015-04-27 00:00:00,1.0,8,84,82,COL,11,.579,.489
NL West,2015-04-27 00:00:00,2.0,10,87,100,SDP,11,.524,.563
NL West,2015-04-27 00:00:00,4.0,11,80,75,ARI,8,.421,.471
NL West,2015-04-27 00:00:00,4.5,12,86,61,SFG,8,.400,.348
AL East,2015-04-28 00:00:00,0.0,8,81,107,NYY,13,.619,.625
AL East,2015-04-28 00:00:00,2.0,10,84,84,TBR,11,.524,.500
AL East,2015-04-28 00:00:00,2.0,10,118,109,BOS,11,.524,.464
AL East,2015-04-28 00:00:00,3.0,10,102,104,BAL,9,.474,.509
AL East,2015-04-28 00:00:00,3.0,11,110,116,TOR,10,.476,.524
AL Central,2015-04-28 00:00:00,0.0,6,66,106,KCR,14,.700,.704
AL Central,2015-04-28 00:00:00,0.5,7,83,97,DET,14,.667,.571
AL Central,2015-04-28 00:00:00,4.5,9,69,60,CHW,8,.471,.436
AL Central,2015-04-28 00:00:00,5.0,11,88,67,MIN,9,.450,.378
AL Central,2015-04-28 00:00:00,7.5,13,88,71,CLE,6,.316,.403
AL West,2015-04-28 00:00:00,0.0,7,71,93,HOU,13,.650,.621
AL West,2015-04-28 00:00:00,4.0,11,91,72,SEA,9,.450,.394
AL West,2015-04-28 00:00:00,4.0,11,80,77,LAA,9,.450,.483
AL West,2015-04-28 00:00:00,4.5,12,87,102,OAK,9,.429,.572
AL West,2015-04-28 00:00:00,6.0,13,91,73,TEX,7,.350,.401
NL East,2015-04-28 00:00:00,0.0,6,66,92,NYM,15,.714,.647
NL East,2015-04-28 00:00:00,4.5,10,85,89,ATL,10,.500,.521
NL East,2015-04-28 00:00:00,6.0,12,84,90,MIA,9,.429,.532
NL East,2015-04-28 00:00:00,7.0,13,95,58,PHI,8,.381,.288
NL East,2015-04-28 00:00:00,7.0,13,101,82,WSN,8,.381,.406
NL Central,2015-04-28 00:00:00,0.0,6,50,78,STL,13,.684,.693
NL Central,2015-04-28 00:00:00,1.0,7,69,88,CHC,12,.632,.609
NL Central,2015-04-28 00:00:00,3.0,10,70,81,PIT,11,.524,.566
NL Central,2015-04-28 00:00:00,3.5,10,86,81,CIN,10,.500,.473
NL Central,2015-04-28 00:00:00,10.0,17,115,63,MIL,4,.190,.249
NL West,2015-04-28 00:00:00,0.0,8,74,93,LAD,12,.600,.603
NL West,2015-04-28 00:00:00,1.0,9,96,87,COL,11,.550,.455
NL West,2015-04-28 00:00:00,2.0,11,101,103,SDP,11,.500,.509
NL West,2015-04-28 00:00:00,3.0,11,85,87,ARI,9,.450,.511
NL West,2015-04-28 00:00:00,3.5,12,87,63,SFG,9,.429,.356
AL East,2015-04-29 00:00:00,0.0,9,84,109,NYY,13,.591,.617
AL East,2015-04-29 00:00:00,1.0,10,86,87,TBR,12,.545,.505
AL East,2015-04-29 00:00:00,1.0,10,119,113,BOS,12,.545,.476
AL East,2015-04-29 00:00:00,2.0,10,104,112,BAL,10,.500,.534
AL East,2015-04-29 00:00:00,3.0,12,114,117,TOR,10,.455,.512
AL Central,2015-04-29 00:00:00,0.0,7,90,107,DET,15,.682,.579
AL Central,2015-04-29 00:00:00,0.5,7,73,111,KCR,14,.667,.683
AL Central,2015-04-29 00:00:00,5.0,10,77,62,CHW,8,.444,.402
AL Central,2015-04-29 00:00:00,5.5,12,98,74,MIN,9,.429,.374
AL Central,2015-04-29 00:00:00,7.0,13,93,78,CLE,7,.350,.420
AL West,2015-04-29 00:00:00,0.0,7,73,100,HOU,14,.667,.640
AL West,2015-04-29 00:00:00,4.0,11,93,77,SEA,10,.476,.414
AL West,2015-04-29 00:00:00,4.0,11,83,83,LAA,10,.476,.500
AL West,2015-04-29 00:00:00,5.5,13,93,105,OAK,9,.409,.555
AL West,2015-04-29 00:00:00,7.0,14,96,75,TEX,7,.333,.389
NL East,2015-04-29 00:00:00,0.0,7,73,95,NYM,15,.682,.618
NL East,2015-04-29 00:00:00,4.5,11,98,93,ATL,10,.476,.476
NL East,2015-04-29 00:00:00,5.0,12,87,97,MIA,10,.455,.550
NL East,2015-04-29 00:00:00,6.0,13,105,95,WSN,9,.409,.454
NL East,2015-04-29 00:00:00,7.0,14,100,60,PHI,8,.364,.282
NL Central,2015-04-29 00:00:00,0.0,6,52,83,STL,14,.700,.702
NL Central,2015-04-29 00:00:00,2.0,8,77,89,CHC,12,.600,.566
NL Central,2015-04-29 00:00:00,3.0,10,71,89,PIT,12,.545,.602
NL Central,2015-04-29 00:00:00,4.5,11,94,84,CIN,10,.476,.449
NL Central,2015-04-29 00:00:00,10.0,17,118,71,MIL,5,.227,.283
NL West,2015-04-29 00:00:00,0.0,8,77,100,LAD,13,.619,.617
NL West,2015-04-29 00:00:00,2.0,10,105,88,COL,11,.524,.420
NL West,2015-04-29 00:00:00,3.0,11,86,96,ARI,10,.476,.550
NL West,2015-04-29 00:00:00,3.0,12,108,105,SDP,11,.478,.487
NL West,2015-04-29 00:00:00,4.5,13,94,66,SFG,9,.409,.344
AL East,2015-04-30 00:00:00,0.0,9,84,109,NYY,13,.591,.617
AL East,2015-04-30 00:00:00,1.0,10,86,87,TBR,12,.545,.505
AL East,2015-04-30 00:00:00,1.0,10,119,113,BOS,12,.545,.476
AL East,2015-04-30 00:00:00,2.0,10,104,112,BAL,10,.500,.534
AL East,2015-04-30 00:00:00,2.5,12,115,122,TOR,11,.478,.527
AL Central,2015-04-30 00:00:00,0.0,7,74,119,KCR,15,.682,.705
AL Central,2015-04-30 00:00:00,0.5,8,98,108,DET,15,.652,.544
AL Central,2015-04-30 00:00:00,5.0,12,100,86,MIN,10,.455,.431
AL Central,2015-04-30 00:00:00,5.5,11,89,64,CHW,8,.421,.354
AL Central,2015-04-30 00:00:00,7.5,14,98,79,CLE,7,.333,.403
AL West,2015-04-30 00:00:00,0.0,7,75,103,HOU,15,.682,.641
AL West,2015-04-30 00:00:00,4.0,11,88,89,LAA,11,.500,.505
AL West,2015-04-30 00:00:00,5.0,12,96,79,SEA,10,.455,.412
AL West,2015-04-30 00:00:00,6.5,14,99,110,OAK,9,.391,.548
AL West,2015-04-30 00:00:00,7.5,14,96,75,TEX,7,.333,.389
NL East,2015-04-30 00:00:00,0.0,8,81,97,NYM,15,.652,.582
NL East,2015-04-30 00:00:00,4.5,12,103,94,ATL,10,.455,.458
NL East,2015-04-30 00:00:00,4.5,12,87,97,MIA,10,.455,.550
NL East,2015-04-30 00:00:00,5.0,13,107,103,WSN,10,.435,.483
NL East,2015-04-30 00:00:00,7.0,15,109,63,PHI,8,.348,.268
NL Central,2015-04-30 00:00:00,0.0,6,55,92,STL,15,.714,.719
NL Central,2015-04-30 00:00:00,2.5,8,77,89,CHC,12,.600,.566
NL Central,2015-04-30 00:00:00,3.5,10,71,89,PIT,12,.545,.602
NL Central,2015-04-30 00:00:00,4.5,11,95,89,CIN,11,.500,.470
NL Central,2015-04-30 00:00:00,10.5,17,118,71,MIL,5,.227,.283
NL West,2015-04-30 00:00:00,0.0,8,77,100,LAD,13,.619,.617
NL West,2015-04-30 00:00:00,2.0,10,105,88,COL,11,.524,.420
NL West,2015-04-30 00:00:00,3.0,11,86,96,ARI,10,.476,.550
NL West,2015-04-30 00:00:00,3.0,12,108,105,SDP,11,.478,.487
NL West,2015-04-30 00:00:00,4.5,13,94,66,SFG,9,.409,.344
AL East,2015-05-01 00:00:00,0.0,9,86,112,NYY,14,.609,.619
AL East,2015-05-01 00:00:00,1.0,10,86,89,TBR,13,.565,.516
AL East,2015-05-01 00:00:00,2.0,11,122,115,BOS,12,.522,.473
AL East,2015-05-01 00:00:00,3.0,11,106,112,BAL,10,.476,.525
AL East,2015-05-01 00:00:00,3.5,13,124,126,TOR,11,.458,.507
AL Central,2015-05-01 00:00:00,0.0,7,75,123,KCR,16,.696,.712
AL Central,2015-05-01 00:00:00,1.5,9,102,109,DET,15,.625,.530
AL Central,2015-05-01 00:00:00,5.0,12,100,87,MIN,11,.478,.437
